corpus,speaker_id,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48,z49,z50,z51,z52,z53,z54,z55,z56,z57,z58,z59,z60,z61,z62,z63,z64
CommonVoice-ES,3a95d87d97d17f5a6df8333c64f482dd9ecca2b9dc0fdc0297b35930432e2d7901e0df000ae17c29dfca2716c4950ea72bd4f3c64caad0a371e691ea561a66ae,-7.4542103,4.6590815,-2.5317485,2.6735926,-2.6847768,0.83799374,-3.6539304,0.7405708,0.7030709,1.1165669,-1.2838606,-0.6089953,-1.5476549,-1.1926012,2.882094,-0.6185389,4.069929,-1.2836764,0.6043527,-1.8578349,0.61766523,-1.5225343,0.94388294,-0.05808874,-1.131259,1.3661665,1.9816467,2.2370884,-3.2172945,-3.3481917,4.0179696,1.8819984,1.2943655,4.8096423,-0.14109793,0.38462183,-3.2242434,1.9259981,0.49516097,-2.526924,-0.91504395,0.87485117,0.21589631,0.5450988,1.1862469,-0.1335775,0.3525559,2.0839605,0.45951167,-2.4366674,-3.1183667,2.2833269,-2.4351017,0.2530607,3.6464195,1.5147442,0.22078764,-1.806012,0.2066148,-1.5454793,-0.74100715,-1.0257934,-1.0480112,-0.9955221
CommonVoice-ES,3ac09bfd65954a4f9e1666201ac75030827ed37ad203bd54b8bfc8ff148c3893ce7efbaf51a89877071add150a26eaabb3777d4aa294e3ba88b6f1344c025b9b,-8.823462,5.503625,-2.8180864,1.1367009,-3.1804922,1.3969109,-3.8208563,-2.7834704,0.42134485,-3.0195796,-3.3984232,1.7326714,1.0989671,1.4069935,5.383943,5.443308,-0.37282848,1.7271218,-3.2989852,0.82536995,-1.9245182,-2.1311383,-3.4503264,1.8581673,0.77035743,-1.1497047,4.641598,-0.9636022,2.0426111,-1.0004705,0.9807683,0.5969318,-0.10297467,0.6246517,1.0540574,0.08967955,-0.571466,-0.6688459,0.95419705,-1.5042909,0.48294675,3.8161821,0.63060516,-1.9269449,-3.6780624,-1.0594305,0.67080003,-3.5826788,0.030735243,-3.4735796,-1.1655588,0.4901831,0.26340005,0.79628474,-0.7620062,-0.7890171,-3.758219,-1.0971096,0.93659496,-0.6776517,-2.6321025,0.21104561,1.7646104,0.20087713
CommonVoice-ES,3ac8731a78268d6301aaaa66ee05f7a4ee3d3dd2894a271f94ef33a61097d57527cb44f76c4c6b2daece55ce357fcbd30a06efcbda00476db53f44c287e9e819,-9.05529,3.6700463,-3.481699,1.2168411,-3.8535407,5.1916223,1.3893422,-1.3473438,3.3429823,3.5699995,-1.2745155,2.117867,-1.0405602,-0.07808095,1.5183985,1.3257737,0.16218232,-0.9218595,-2.567618,-0.64905953,-3.9480784,1.4113922,-0.31653726,-0.2215747,-0.3870015,1.675415,0.7388813,2.9626675,3.3170707,0.79021066,-1.2215544,-0.3150475,0.22901753,1.6326472,-0.8203812,-1.1512902,-2.2315567,-1.5620363,-1.8906645,1.1410507,-2.690602,0.82475173,0.6539784,-1.5078526,1.4739691,3.5899744,4.118022,-0.65557563,0.7714318,-0.94598395,-1.7060264,1.30065,-1.3895599,1.9135058,-0.010453645,1.9614795,1.5177329,1.841284,-0.12212809,-1.5877367,-1.0826075,-0.9472625,0.4519601,0.6856933
CommonVoice-ES,3ad8d88faf3087ea813b0f73a75ba95c08830b07c2b238016cc33a02e6e9229821c47753761c367508c5839c2ec93668ef51db94a852ebd312ad9e8511fb7bb6,-7.5171046,1.6098275,0.4553136,0.47666395,-0.08692757,3.398282,-3.5051727,-0.07363074,0.16135712,-2.5755448,-3.9746268,4.322641,2.698918,-2.9082675,3.165417,-3.6887462,-0.60187644,-1.8286704,-0.031220997,-1.0491676,0.8812281,0.5022178,0.06999111,-0.73049027,0.7187078,0.24636084,-2.5107849,-0.901009,4.439346,1.6693983,-0.41510212,-1.6139175,1.4427882,-2.7618618,-2.6351037,1.3950717,-0.18731399,-0.43065944,-0.84282243,-2.3196752,-0.75284845,0.10997054,2.384327,-3.6885164,-0.26419172,0.8899309,1.0426985,-0.6765009,-2.4484212,1.1605854,1.0104909,2.1660104,0.020774424,0.065545276,0.087391704,-0.9760266,-2.8771632,-1.1612781,1.6673388,0.43056622,0.17233384,-0.96519643,-0.57769954,-1.9248025
CommonVoice-ES,3adaefc1743b32b5ef1d481127dd3f3912041791ddf2f1574f0c3875b78e90afdef45bfe729095a5e1268f6d9f981d39cf6ad6eed2a6185ad894447c0f3ace9f,-5.2000985,5.0346413,-2.8131013,-1.6372143,1.725322,-9.81569,4.996318,2.2407172,-7.7239885,-1.548791,1.2957281,1.2116536,-0.018045444,-1.2128062,4.4702682,-1.5193338,-5.8188124,2.5999398,0.1722334,-2.558782,0.7440824,-0.22533967,-2.3445482,1.281223,-1.7016461,-1.7011353,3.394263,-2.8022552,-2.0991898,4.0141077,1.2886608,4.517728,0.7247699,0.9404022,-0.88514555,0.052474026,1.4507139,0.36150587,-3.51183,1.3388162,0.2683,2.6814303,2.6808727,1.43178,3.8931963,-0.73990107,2.116846,-4.1632447,-3.63065,0.008549839,-0.63602126,1.015766,3.879765,-0.7104105,0.5578095,1.4192477,0.15264261,-3.6561491,1.193111,-5.3408127,1.0980157,1.808461,-0.75063425,-1.126142
CommonVoice-ES,3af2349b6aa1945bbdf61189d52a8fb1c6ddd38f5f1e9407390b5f996b2861c48eeb85393b1401a8eec7717aec80bf7266fb4c6cbc0866eec26d5481da6799b5,-9.997003,2.4688568,-3.7672188,-1.3414508,-0.76658285,-2.4907305,-2.5885813,-1.1301365,-2.634905,2.337687,0.41053,4.636055,-3.808139,-3.5640247,-1.488618,2.3206317,0.16414572,-0.14653161,0.38536957,-1.0111339,-0.3047812,0.8879493,2.2006257,-2.6537714,-1.1197007,1.7055802,0.90665513,0.11549479,2.8770146,-0.07557671,-2.3585103,-1.9062362,-3.6919286,-2.251571,0.2731284,2.3628523,-1.0566034,0.24961399,0.040115166,0.64096355,0.41186,1.9536554,-1.4337626,-0.8999425,0.06673591,0.80513173,2.1676657,-0.34250465,-0.20313187,0.6700693,-0.7182377,0.9497007,1.2020586,-0.42051494,-1.830355,2.8462014,-1.3227487,-1.6649305,-0.3173367,0.9968068,0.6716595,1.6337774,-0.30178824,0.87131196
CommonVoice-ES,3afcff46c19adcefa1c0cf9f94a0dd2f4dbb1998f4da31ed40eb54c99b42c7c9f38ab5306e4fbde51055ab675b027d354c93ee0cec62ee36bb312e20163daf74,-6.896035,1.7603656,-3.2694788,-2.714942,-0.16547003,-5.6195645,2.6917055,0.5509344,-2.583979,0.24708071,1.2178164,0.8330235,-0.15418077,-1.19971,0.39530286,-0.4494401,-3.0408394,0.42907333,2.1084728,0.1558745,-0.9894146,0.22517174,-0.53806007,1.0738078,0.030470151,0.9329116,1.1450907,0.1637812,-0.60692984,3.2259243,-1.1289679,1.1884851,0.5010396,0.10054163,-2.1232681,0.63319534,0.04659917,0.9696646,-0.6709139,1.2467529,-1.3955675,-0.086952604,2.8853023,-1.1337109,-0.14666753,0.7382065,-0.3470453,-1.6127126,-1.1307644,-0.2676691,-0.834467,1.2691827,-2.0481832,1.0428722,-0.8580641,0.8647316,-0.43878824,-1.4316357,-1.4211562,0.7480265,1.1852113,-0.67137146,0.13320896,-1.2468297
CommonVoice-ES,3b174c789bea191d39f84dad7c48166e07580ff0e3261cbfc64c7dfc7b3c4d1f4a5846b874600a355bdad41a885b925243018d318ee920629697e3ebd94c3b13,-10.164749,2.6929185,-1.7522576,-2.7575667,-2.3736444,1.4294716,0.69162905,-2.5226598,-1.5784878,-0.23696333,0.063089184,2.356562,1.7495788,-0.68987435,0.3739144,0.87296444,4.5540137,-1.62269,-2.548293,1.2019083,-1.574089,-5.2921753,-1.313119,-4.2623744,0.5334397,0.07666215,3.8432963,0.9658216,2.0165024,0.7532656,0.9407868,-3.4762607,-0.093164735,-0.17319402,-3.0834925,6.082025,0.50394374,1.9149557,1.2089864,-2.7724812,1.5421106,1.271186,-2.60732,-5.174097,-0.78934306,3.1159062,-0.82767344,1.6782088,-0.58793056,-2.4077709,0.38843563,0.23613504,-4.838079,-1.5062588,1.1439317,-4.3812523,2.4621532,-0.76820505,-0.11992276,-2.3845701,1.096227,-0.3351413,0.7213806,-3.3685105
CommonVoice-ES,3b8a5f2c191f11c8cb91e6830aa390d3c949abdeda00484b4d7030fbece3bcc8b1a9f812dca7ef661fabc7e61fe3189f0f43b3cc66289b3151a121efdd99b663,-7.9925637,1.488102,-8.758593,-0.4772494,-0.1623342,4.158838,-3.3875964,2.645089,-0.49929598,-1.5969905,-2.4068844,-3.7661314,-2.0854385,-0.13454817,-2.4287648,1.1763945,-5.4629674,-2.50439,0.9504805,2.7223983,0.7636179,0.13688996,0.49438626,-0.22852291,-0.46437722,-1.0774528,-0.30804187,1.43937,2.6370533,0.760477,0.33010444,-0.3753365,1.038889,-2.809933,2.928091,-0.84212166,-2.480948,-0.9596542,-0.12993993,0.18178767,4.069175,-2.9230666,3.1195414,-2.8584325,0.6674716,-2.9141924,-0.118995786,-2.6431859,-0.1709657,0.7064284,1.2562127,0.4079845,1.0639886,-0.2557146,1.1053766,-1.0278345,0.6578249,-0.808329,1.2573206,1.6104835,1.477946,-2.4622736,0.35009152,-0.76875573
CommonVoice-ES,3bc725447d1ce870cf62fa26bd81c06fa9540d36199dea9f5b98babd166b27fd04a73d881a4a21c4e127533f2538739f475fa228761442e8c694fc735fa09cf8,-7.157727,3.8105645,-3.9272902,4.165316,-1.3960817,-0.9845982,-0.37403557,2.3937545,-1.2055067,1.8509023,-0.648598,3.53724,0.37745845,-2.1540155,-2.1296926,-1.8755202,2.7826176,1.6221651,0.6046358,-2.2046268,0.7649629,-1.467121,-0.8413263,-1.0694408,-0.23343551,3.9449632,3.130248,2.504776,2.740267,-2.7905123,1.2639385,0.03220232,1.9585316,0.23594293,1.4926552,-0.43065074,1.738899,0.7770203,-1.1743437,2.155433,1.6279198,-0.67988944,0.4964647,4.299523,-1.1148775,-1.0734736,-0.9357408,-0.75363,-1.9754546,0.58501655,-1.0345062,-0.3748266,3.1341689,-0.54494154,1.0728252,0.8853305,-1.0224388,-1.6041372,0.87654287,1.0543592,-1.3348839,1.8766176,-0.60026485,0.4287863
CommonVoice-ES,3bcdc22068fc25544d824115b8ab56173aa70f5f700eb3828cede899569e9b99154f2dba4c2ce1b8d0cb2a111bcc2e8d1446b2d108fdffb9b5a6040e834109c7,-9.83988,3.8117967,-3.5102324,2.4939365,-2.9975817,4.676668,2.2745082,-0.0482922,-2.4653382,-0.12759084,0.1095574,-0.8522833,-0.46246046,2.9218512,-4.6188855,0.37470323,4.949439,2.3278317,-1.4153091,0.6258388,-0.6682026,-2.4883735,1.0218891,0.039100874,-1.3965536,0.24556665,-0.81850207,-2.6743054,-1.3596834,-2.6736383,-0.3180185,2.523884,2.8269982,-1.3687437,1.3422408,-3.304313,0.21417388,1.4891195,0.38023135,3.5489705,-1.0995762,-1.3043412,0.15355724,1.2867314,1.7810382,-1.7975183,0.5777191,0.36976486,0.692902,2.0028336,-1.3983842,-0.9131788,-1.9843055,0.26062143,3.8315403,0.0511174,0.51210076,-1.6318061,1.2256873,0.057090238,-0.66348815,-0.9119809,0.5503733,-0.9844924
CommonVoice-ES,3be75ebe70000fb281ababb26b73536819fcefae753773aa31709c317b851fb902f7476c0966e066c141796a8b7dcfd8e68d75209b81cf36fa382102903d8100,-7.5047574,4.441513,-1.9728051,6.550134,-1.7605616,3.7396288,0.7560037,0.74365073,0.4912446,-3.8289783,1.329623,1.522163,3.8993125,-0.5214068,-3.3303564,0.9000677,-1.9676207,0.47525817,-2.6383483,0.79881805,0.21543154,-4.6978903,3.554911,-1.9584963,0.5904396,2.6191645,2.8795278,-2.5545573,-1.7522879,0.47186014,1.1366917,-0.2039168,4.629417,-0.2848028,-1.8821894,-1.182657,0.5364704,2.2209628,-3.2131038,1.6892982,-0.62044394,-1.0888164,1.0939668,1.3815974,-3.2261124,0.8926999,-1.3342674,-0.56004363,-3.020956,3.5255594,0.16784768,1.2648059,3.2677472,1.2673713,-0.844188,-0.9983793,0.6071624,-0.3738747,0.3425496,-2.2967384,-0.0129776355,0.79845566,-0.36673868,1.87639
CommonVoice-ES,3bf5fc9c56211881177c5ad8545fbf3a8a7014add803adfc4a206afcce9a458d78aa922ebec525c29ca8f1d06442f3d4032ddcf65f61692775a51f8730c46204,-13.072724,1.2783303,-6.3643217,3.5652509,-2.420381,1.0978403,-2.793431,-0.88959885,-2.894574,3.4235501,1.1095431,2.3012965,-5.1444106,3.1211338,3.624567,1.7015862,-0.64897996,2.4831772,1.3746859,-2.8170476,-0.5927657,-2.4519465,-0.8058222,-0.36241102,-1.4859011,-1.5113001,0.8112949,1.6805184,-1.2873855,-1.0826135,-1.3979007,-1.4746127,1.8945357,1.7474493,1.6005028,0.47863835,0.86452556,-2.373465,1.3821424,2.6175346,-1.3028406,-0.12802804,-2.9465528,0.007132393,-0.29813626,-0.18597423,-0.26525933,0.21523623,1.0476956,0.5633966,-0.0059317388,-0.31960902,-0.71648777,-1.3650998,0.9394337,-2.0465772,2.2739573,1.1516232,-0.84277964,-2.2122006,1.8111492,-1.889875,0.6559431,-0.7383299
CommonVoice-ES,3c2603de3a95dbad37f2b480243bb2b621ee9c37c34b7854bf16e5f12db4eeaf8cc9225e75edb2e32fa0491af8d78242bd2bafc14979fa243bd56afed4e82abf,-6.1577783,1.357972,-3.73253,-2.299544,-0.7722611,-4.378199,3.286979,0.040435802,-6.399667,-1.1415664,0.7918752,-2.7556927,-0.60542905,-0.32089627,1.1825522,-0.6181777,-2.3130672,-0.2043818,-1.9190607,0.6164873,-2.7014272,0.25021434,-2.137916,-1.0226449,-0.3606612,-0.5747307,-2.0273335,-2.7779703,-2.9238443,0.768111,-0.47130382,2.4540188,-3.2190132,0.7853429,1.1248606,-1.2677791,0.5885945,-0.6013116,-0.6099936,-1.3502455,0.26589364,-1.254571,0.18722484,-0.2978818,2.3302708,-1.7669692,2.4960372,-2.159757,-0.37514246,0.6590267,-1.32187,1.2063491,2.2442937,-0.7085101,1.3006504,-1.1074021,-0.23886865,2.0481448,-0.33808568,0.9678323,0.66709864,1.1418871,-0.5916074,1.5700437
CommonVoice-ES,3c48d78ed54bf3ae2e17f2927b1f0a37a72db6b84ae41468c2cb9559e9af75e89d019fe021ef294ea562b04c49782ef4b39fc758e000e421a5eef579e05b762f,-5.721003,2.0228465,-1.7207961,-0.4483323,-3.0586724,1.2165589,-2.1098034,2.7048044,0.9809866,0.36800972,-4.0314717,1.3205212,-1.4126081,-0.16961223,-2.3921072,-2.6525342,-1.843809,-3.3218513,2.9722593,-2.3745093,-0.1578892,-1.3424039,-1.432983,3.1419733,0.30554172,6.6393886,-2.2238314,0.18860856,-3.0023942,1.2758578,0.99655026,-3.9819317,7.498505,-0.89563286,-2.0032282,-2.04924,-0.57136804,1.0484018,-0.9668009,-0.84715307,-0.82605004,0.72260725,-0.09683456,0.30069163,3.1856081,0.15770695,0.5598576,-1.455054,-2.6119382,0.44226083,0.07274198,-0.18226801,-0.16352306,2.0882633,1.1197852,-1.4726233,-1.4114748,-1.6073713,1.9159817,-0.41253465,1.8030007,0.4007317,-1.8883141,2.4846237
CommonVoice-ES,3cd74980bd7d5fda01cae4dad3db10d386430f3940be7320d9181ba4ec94b18d06dfb9feb9e8f10948e847c2f6ae192bb7ca30967074251893a62e69b4067ecc,-9.6833105,0.73554087,-4.648408,4.018326,0.38223264,1.3495629,0.18157056,-1.0806769,-3.2809873,2.4804482,-2.8825426,-0.52724975,-1.2751585,0.65460837,3.6135728,1.4930007,0.82877856,3.0808597,-2.7965438,-3.0249286,-3.8197806,1.4006095,-1.9704216,3.4181378,-0.7986802,2.4335942,2.3636808,-2.6472785,3.637529,-3.1648228,5.1485415,-3.6835544,1.1052641,-0.7627638,-2.2573867,2.7746518,-2.0255213,1.1901321,1.484941,2.8745925,-2.288865,-0.28239256,1.1314133,1.446494,0.97546124,2.342737,1.695697,0.41099197,-2.954223,4.947669,-2.8681428,-1.5807748,2.9241514,2.0350702,3.4409103,-0.032276284,4.288741,4.043679,0.81182325,-6.571582,-1.532802,-2.0075922,0.5672816,-2.8160949
CommonVoice-ES,3cefb84d4c4d1e04ec7afea055f1a4626bb0f7c88cd55754fb4d4b38be870e067df6f821030557cc66fde8ae1ceb4e42a082b2bd60665eefeae532ba77ffba96,-5.755743,2.0944924,-4.154247,-5.3375835,-4.042297,-2.2185006,1.1009666,1.2473515,-1.4349693,2.839541,-1.366833,5.924684,-0.7250673,0.7518372,-1.6694106,0.42594993,4.777611,3.7823844,0.83871907,1.876637,0.4355914,-4.7792044,-2.117921,-0.84166425,-1.7957315,2.5280485,-1.1717148,2.989235,-1.9646856,-1.5290744,3.9881814,-5.956605,1.2544863,0.8889114,-1.0818361,0.42715418,-1.1569389,0.15108553,1.2817742,-2.0391245,-0.0024433034,0.46732756,1.8687526,-1.8137751,2.2369645,-2.7258837,-2.129225,-0.50618994,-1.4175601,-0.5218564,1.9322218,-0.44747657,-1.3874003,-0.79449636,0.9153685,-1.591523,0.88717484,0.02356091,-0.4693191,-0.39640582,0.5958758,-2.1264613,-0.14251871,0.62375575
CommonVoice-ES,3d4c6a7c4cbee5a7c8b9a89ac8ff9baeb7bb0461265bf7a4609461a67ea3a1f0b6626904082f3a39b4fa1a3c68e9206b1378cfe888ce632980c5555e930f49ae,-10.173954,0.47150907,-3.7714694,0.3367306,0.60233784,4.468211,3.6517193,-5.007447,-7.1706123,-3.6755443,-1.2270741,0.5906346,3.042457,-0.68222445,-0.2914795,1.0668254,-0.10029425,1.0392064,2.6148367,2.4974713,-1.2902919,1.7773823,2.928914,-3.8832512,-1.5832777,-0.06854156,-0.42450953,-4.360717,0.7702646,0.08911992,1.4524949,-4.3840737,1.012358,-1.2316473,-4.3776674,-1.6715308,3.2109327,-0.9960318,-0.29337928,-1.5091407,0.57579756,0.94524837,0.9453259,-1.1776962,-2.0006018,-0.7285877,0.44405904,-0.60062504,-1.4407377,1.0468425,-0.4889796,0.9164428,4.3428864,-3.7184656,-0.7476586,-3.4778976,-2.4414177,1.2618982,2.1794665,-0.26534188,1.2849618,0.37947908,-1.9633449,1.6589807
CommonVoice-ES,3e12bbcd9bded75f7d8d9c14f30e7bb48418c4ac5976bc06ac911022e1511059c611f894b5d03b69b877b7532680076dff94153176db94947fc9900f1fbdb43f,-7.521404,2.7697606,-3.058316,-2.707252,-1.6023327,-7.134218,2.7892072,1.1429647,-1.0480132,0.9293319,2.3252826,4.118195,-0.4652268,-1.5627654,-0.7911246,0.52396345,-3.280418,-0.49310952,-1.3651257,0.9295818,0.85923755,-2.0067084,0.5577736,-1.1175878,-1.0682085,0.70761824,1.5168041,0.12214089,0.13549829,0.7146271,-0.9611016,-1.08741,0.11776243,0.5126954,-0.78364986,1.5900953,0.035000715,3.1933103,0.071456045,-0.6958548,-1.9808122,-1.3173916,1.9258012,0.10844061,-0.016548067,0.21039349,-2.6338408,-0.14115775,1.7728839,2.3456779,-0.26951948,1.1609348,0.9531331,1.0259843,-1.6310265,-0.7670478,-0.76126635,-0.5565362,-1.3820124,2.07923,2.47283,-1.2194464,-0.80238664,-0.3453891
CommonVoice-ES,3e8f242debb021200c1f15ae2c0cade361856c226196e8f833da00e50d3bebe60f3ced11a255f120a8a0318cce5c3a115929f489b71d1a788f18d5bf94782050,-5.868011,3.0845084,-2.6760454,-2.2165956,0.3373558,0.23016587,-1.4206079,2.337218,0.641129,-1.3775022,1.3200823,-0.000745677,-0.42653885,-2.0110404,-2.8856423,-3.4816763,2.7801142,-2.376101,-2.665623,-1.3486433,1.3531661,-0.55145746,-1.702646,-0.75378263,-1.0814288,-1.4555767,-1.0183729,-0.45351192,0.30436572,-0.79318917,0.53654695,2.3228502,-0.13058072,-3.6055858,-2.0264227,-0.14942539,-2.2113955,-0.15027107,0.40501246,0.80321485,-0.17446251,1.3942224,-0.22295907,2.6256857,0.40853167,-1.3725458,0.2809789,2.4046304,1.3133769,-1.20712,-0.1595648,0.26165038,-0.49265942,-0.38371462,1.6023877,1.0306448,-1.9534342,1.8257197,-1.594946,-1.802709,1.507094,0.07810578,0.9287241,-1.1718112
CommonVoice-ES,3e982f53dbef3680bd8ccedd159615d504d82a6a75968e45233a1eefb88f3ec50bb266446328e2083ffe7d3f9a42e0a6493d4db8855d26c539ebe29b06ee43fc,-8.872093,2.3112776,-2.4916465,-1.8763343,1.1642319,-1.7939067,0.2967677,1.4867152,-3.8955588,2.314576,-2.559791,3.5392716,-2.3654902,-1.2843816,-0.58586144,-1.5101875,-2.1156101,1.691758,2.8097415,-1.1603224,-0.7838754,1.9219265,-1.698782,-1.8245008,-3.6327784,-1.5800613,0.6631322,-1.0334375,-1.1149943,-2.1635263,-1.672235,-0.2949093,-0.8017977,1.8134086,-0.35629743,1.7331914,0.15058608,-1.4160206,-0.47407505,-0.4552389,-0.4279505,0.48893043,0.72488296,-1.9767357,-1.2579186,-0.58393216,2.9911296,-0.87312806,0.68221,-0.8877455,-0.7992444,0.937447,0.72638094,0.7826711,0.9404625,0.76977783,0.9522595,1.3359523,0.7209461,-0.4931096,-0.84881103,-0.15898898,-0.446126,0.39177865
CommonVoice-ES,3eac08e4047f749763ebf199db0e6bba9e29181f886e766c4660861cce3745c65c3d53ac79a8e6de97dd4adaa0a986696e5c017f0f6f5312109082ace4d07d38,-4.6921186,2.1882598,-4.9708457,-2.2644274,0.43650964,4.723406,-4.343107,4.4406905,4.5570326,-2.0835752,-3.7847629,0.877944,-2.8041294,-1.608004,-3.1958144,2.3567646,-1.6768695,-1.3634518,-0.0295048,3.3528726,-2.621639,2.105198,-0.40459254,0.40551585,-0.3974728,1.906366,-0.46389413,1.8450035,-2.1376526,-0.1748455,0.77113074,1.8212398,0.69460106,2.0264318,-1.4511334,-1.522433,1.2044291,-0.5471632,1.1071752,-2.3722212,-0.26953837,-1.0198109,-0.79551715,0.58863145,-0.8495545,-1.9582703,-1.2392327,-4.4954753,2.3099668,-1.1521102,-2.0421977,-0.99465764,-2.0884638,-0.371825,3.814859,-1.4681953,-1.9826604,1.0358704,0.37949437,0.65705776,-2.798704,-2.2495499,0.5566977,-2.2925916
CommonVoice-ES,3ebbcd3d9d30ef88447be92167e549919a3168196250887036fa770be3a0a92313f768f46e95ee6d7aaf4e6c310a76a839d326f4f82d128a67de5a71687d4b99,-7.990812,4.3351865,-0.6965875,2.8813016,-2.0426433,7.1302714,-1.2167656,4.5567026,-2.1635985,1.0371565,-5.493542,2.4850497,2.9489262,-3.0865614,-3.7351062,2.8253808,-5.2735763,1.374304,1.4609022,4.0860233,4.1785665,0.20439012,0.88877493,0.52100134,-4.8049836,-0.12117368,-1.9803917,-0.27687678,0.78392833,3.385258,-2.9973605,1.6634458,-3.425559,-3.222823,1.7265022,-0.8151735,2.7638023,-0.15407304,2.4552033,3.105623,0.48304027,2.989219,0.58481956,0.00041999188,-2.8594382,2.8144333,-0.008441477,-1.5950077,3.395392,-2.8306007,2.039155,0.244795,-0.19321054,2.8006146,-2.5425012,0.54269266,0.5154957,-2.0859299,-3.3842862,-2.1242576,-2.4606528,0.48202905,1.2925631,-0.58947396
CommonVoice-ES,3f2c9b7e54631ae7d16ae2130ba89bb622ceb762eb250170fd9759504be8fe7c131f0eee37bce8e357c03afbea97d2955358818394fba19541c1eef793d666d0,-6.699264,1.0474644,-1.98565,-1.0872062,2.1866739,-2.4407005,4.0788097,-0.24868101,5.2284446,-2.366986,2.8960774,-0.61876273,1.8576561,1.1561466,-2.4019973,-1.7072989,3.1394703,0.12419494,2.1160295,-1.0662069,-0.01621066,-1.1342692,-3.024573,-0.78034574,3.5221336,0.3802394,-1.6374637,-0.6876841,0.9061284,1.1310676,-0.7418642,6.420199,-1.246493,2.749826,-1.2847134,2.6225092,2.084266,-2.7896028,1.6199633,-0.019281983,0.9033377,-0.22847567,-0.22597161,1.8620771,-0.37105367,-1.055216,1.5220653,-1.995308,2.375966,-3.0454557,0.5866148,0.15689959,0.12493701,0.47656476,0.086956605,-2.0110428,1.7568744,3.7244246,0.9792812,1.3772262,-2.568361,3.2524188,-0.80059075,0.3717092
CommonVoice-ES,3f5d92c3cbb1528ea35bf822cbebcf6e5881c6d993d7bf818c1de28facc05b0ee7e3f851fb05f81998e9faca25e7e81a8ab83010748585c5860fab243ca52de4,-3.5551574,6.4386287,-2.886941,6.1895766,-0.8572265,6.6723437,0.9752669,0.7817111,-1.3697687,0.13324961,-2.8980334,0.29414266,1.2294784,-1.2709925,-1.3973392,1.4607952,1.6535423,0.76662654,-0.7996115,2.4595664,1.8061088,-5.001739,1.1626579,1.7162336,2.1616995,2.1001155,0.6452524,-3.2908113,-0.82371086,2.8204486,-0.5895298,0.08807174,2.389674,-2.8963072,0.37672064,-1.4240725,0.44826427,-0.7951875,-2.2946653,2.5482483,0.7213113,1.1498909,0.19940205,1.615079,-0.73239803,-2.1642451,-0.38088602,0.36894536,2.216452,-0.48214322,3.4566674,-3.9157567,1.2063922,-4.2170596,-1.3241937,1.4376333,-2.2206566,-2.2208385,-1.2636267,1.6025331,2.4998417,0.004133122,0.40037325,0.54663163
CommonVoice-ES,3f81b5f84e32e46b75ac046923e85082e03126f66929b85686ec588ac2d761df7751292e0a8b481dbf8fc262b8771c54c6c3625323fb7719c55cece1dfe2daaf,-9.132171,1.2257271,-4.9177628,-2.1740587,-0.011594423,-1.5907915,-0.7633675,0.3771233,-1.5558318,-0.85165524,-0.80476475,-0.21482295,-1.3315899,-1.0175107,-0.7775007,-0.35955623,1.6974603,-1.1607221,0.6579404,-1.1183947,2.3290243,-0.6723051,3.2453053,1.2383317,-1.0875176,-2.1787634,-3.0602913,-1.1983889,-0.1946736,-2.156884,0.3517393,-0.9345748,1.3926806,-0.5284061,-2.178722,5.41796,-2.837026,-2.9006662,1.4000363,-0.4725702,0.43720022,0.55217505,-0.38143083,1.0308524,0.843139,-1.6044587,2.4453137,2.519132,-1.918141,-3.4391088,3.5622978,2.0437527,-0.86577874,1.0041053,-1.4124955,-0.27312478,-2.1135895,-0.50037265,-2.0797522,-0.011468085,0.5140738,-0.17358336,-3.581318,1.682131
CommonVoice-ES,3fa2f883a4ffbdf36cd8444df41f281bd5264ed3be982a0edf3fd1535c0b22c1e942d1693f9c1bb231ed27e09ace7c5a613c498c448c94e5d809aed6e7a68ac3,-7.8537307,-2.0524287,-5.8059316,-1.3636682,3.631393,3.527033,-2.3972757,3.9529335,2.771492,-1.7352383,-4.129741,-3.3949409,1.3613448,-0.8823464,-2.5101738,2.1515446,-5.3325834,1.2472143,-2.8111029,0.5836306,5.520968,4.6611114,2.0827024,0.70709246,4.709915,-4.140808,0.24903098,3.494566,-0.24580699,0.6590587,-1.3329726,-4.055066,3.2615387,-4.206133,-1.3793092,-0.31507656,-1.5038811,1.0867407,-1.8161385,-0.3122786,-1.4757808,2.153057,2.622324,-6.67159,2.7419019,-1.3362755,-3.4346578,-1.8782374,0.21826155,-1.449306,0.8666023,3.050042,-1.0511689,-1.1460949,-2.338428,-3.0907063,0.87602895,-0.63868207,-1.9271032,1.8542646,-0.5238979,-1.3720948,0.8565637,0.5626586
